business_name,email,phone,website,city,address,owner_name,category
Martin Espresso Bar,info@martinesb.com,(416) 531-1421,https://martinespressobar.ca/,"Toronto, Canada",,,cafe
Mallo Coffee & Bar,info@mallo.ca,(647) 351-8060,http://www.mallo.ca/,"Toronto, Canada",,,coffee shop
Nine Bar Coffee,info@ninebar.ca,(604) 781-6461,http://ninebar.ca/,"Vancouver, Canada",,,coffee shop
Milano Espresso Lounge,info@milanocoffee.ca,(604) 558-0999,https://www.milanocoffee.ca/,"Vancouver, Canada",,,coffee shop
CICLO ESPRESSO & COCTELES COAL HARBOUR,info@persesocialcorner.com,(604) 336-8564,https://cicloespressocafe.com/,"Vancouver, Canada",,,coffee shop
Aperture Coffee Bar,aperturecoffeebarmain@gmail.com,(604) 620-8056,http://www.aperturecoffeebar.com/,"Vancouver, Canada",,,cafe
Cafe Bonjour,info@dreamingcode.com,(617) 779-0062,https://www.cafebonjourboston.com/,"Boston, USA",,,cafes
Thinking Cup,info@thinkingcup.com,(617) 247-3333,http://thinkingcup.com/,"Boston, USA",,,cafes
Trident Booksellers & Cafe,orders@tridentbookscafe.com,(617) 267-8688,http://www.tridentbookscafe.com/,"Boston, USA",,,cafes
Storyville Coffee Pike Place,info@storyville.com,(206) 780-5777,https://storyville.com/pages/pike-place-market,"Seattle, USA",,,cafes
Bacco Cafe,baccocafe@gmail.com,(206) 355-8887,http://baccocafe.com/,"Seattle, USA",,,cafes
Good Voyage,info@goodvoyageseattle.com,,http://www.goodvoyageseattle.com/,"Seattle, USA",,,cafes
Citizen Collective,info@citizen-collective.com,(206) 284-1015,http://citizen-collective.com/,"Seattle, USA",,,cafes
Zeitgeist Coffee,info@zeitgeistcoffee.com,(206) 583-0497,http://zeitgeistcoffee.com/,"Seattle, USA",,,cafes
The Usual,theusualcafe@yahoo.com,,https://theusual.squarespace.com/,"Seattle, USA",,,cafes
Aroom Coffee Fremont,hello@aroomcoffee.com,(206) 960-9609,https://www.aroomcoffee.com/,"Seattle, USA",,,cafes
Stone Way Cafe,info@stonewaycafe.com,(206) 420-4435,http://www.stonewaycafe.com/,"Seattle, USA",,,cafes
Faculty Coffee,hello@facultycoffee.com,0121 448 7543,http://www.facultycoffee.com/,"Birmingham, UK",,,cafes
Cherry Red's Cafe Bar,people@cherryreds.com,0121 643 5716,http://www.cherryreds.com/,"Birmingham, UK",,,cafes
Coffee Joint,info@coffeejoint.co.uk,07777 333425,https://www.coffeejoint.co.uk/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=br13062-website,"Birmingham, UK",,,cafes
Rising Cafe,birmingham@risingcafe.co.uk,0121 594 0640,https://www.risingcafe.co.uk/birmingham,"Birmingham, UK",,,cafes
Ju Ju's Cafe Birmingham,julia@jujuscafe.org.uk,0121 456 3384,http://www.jujuscafe.co.uk/,"Birmingham, UK",,,cafes
Saint Kitchen - JQ,hi@saintkitchen.com,0121 236 2940,http://www.saintkitchen.com/,"Birmingham, UK",,,cafes
200 Degrees Coffee Shop & Barista School,colmorerow@200degs.com,0121 312 4375,http://www.200degs.com/birmingham-colmore-row,"Birmingham, UK",,,cafes
Wayland’s Yard Coffee & Brunch Cafe / Diner,hi@waylandsyard.co.uk,,https://www.waylandsyard.co.uk/,"Birmingham, UK",,,cafes
Coffee Tales Jewellery Quarter,hello@coffee-tales.com,0121 212 3531,http://www.coffee-tales.com/,"Birmingham, UK",,,cafes
Ottoman Coffeehouse,admin@ottomancoffeehouse.co.uk,0141 588 5982,http://www.ottomancoffeehouse.co.uk/,"Glasgow, UK",,,cafes
Singl-end Merchant City,garnethill@thesingl-end.co.uk,0141 552 4433,https://www.thesingl-end.co.uk/,"Glasgow, UK",,,cafes
Sorriso Cafe,sorrisoglasgow@gmail.com,0141 737 6861,https://www.sorrisocafe.co.uk/,"Glasgow, UK",,,cafes
Crew Collective & Cafe,josianne@crewcollectivecafe.com,(514) 285-7095,https://crewcollectivecafe.com/,"Montreal, Canada",,,cafes
"La Finca Café | Café, Marché Local Lunch De Quartier Dans La Région De Montréal",info@lafinca.ca,(514) 903-8911,http://www.lafinca.ca/,"Montreal, Canada",,,cafes
Bar Caffettiera,info@caffettiera.ca,(514) 507-2055,http://caffettiera.ca/,"Montreal, Canada",,,cafes
Cafe Aunja,info@aunja.com,(514) 914-8337,http://aunja.com/,"Montreal, Canada",,,cafes
Café Parvis,info@cafeparvis.com,(514) 764-3589,http://cafeparvis.com/,"Montreal, Canada",,,cafes
Amea Café,rsvp@ameacafe.com,,http://www.ameacafe.com/,"Montreal, Canada",,,cafes
Alforno Bakery & Cafe,orders@alforno.ca,(403) 454-0308,http://alforno.ca/,"Calgary, Canada",,,cafes
The Rooftop YYC,reservations@therooftop.ca,(403) 262-0080,https://www.therooftop.ca/,"Calgary, Canada",,,cafes
Higher Ground Cafe,info@highergroundcafe.ca,(403) 270-3780,http://highergroundcafe.ca/,"Calgary, Canada",,,cafes
Sought and Found Coffee Roasters,meetme@soughtxfound.coffee,(403) 830-7278,https://www.soughtxfound.coffee/,"Calgary, Canada",,,cafes
Analog Coffee 17 Ave,orderdesk@analogcoffee.ca,(587) 356-0042,http://www.analogcoffee.ca/,"Calgary, Canada",,,cafes
ZCREW Cafe,info@zcrewcafe.com,(403) 460-6668,https://zcrewcafe.com/,"Calgary, Canada",,,cafes
Calgary Heritage Roasting Company,info@canadianheritageroastingco.com,(403) 455-2472,http://www.calgaryheritageroastingco.com/,"Calgary, Canada",,,cafes
Brew Cafe & Wine Bar,bookings@brewcafewinebar.com.au,(07) 3211 4242,https://www.brewcafewinebar.com.au/,"Brisbane, Australia",,,cafes
Blue Bear Coffeehouse,b.b.coffeehouse@outlook.com,,https://bluebearcoffeehouse.squarespace.com/,"Brisbane, Australia",,,cafes
Babylon Brisbane,info@babylonbrisbane.com.au,(07) 3186 6655,http://www.babylonbrisbane.com.au/,"Brisbane, Australia",,,cafes
QAG Cafe,feedback@qagoma.qld.gov.au,,https://www.qagoma.qld.gov.au/visit/eat-and-drink/,"Brisbane, Australia",,,cafes
"Farmhouse, Kedron Cafe",hello@farmhousekedron.com.au,(07) 3861 1956,https://www.farmhousekedron.com.au/,"Brisbane, Australia",,,cafes
One60 Café,info@one60cafe.com.au,0478 485 875,http://one60cafe.com.au/,"Perth, Australia",,,cafes
La Veen Coffee - King Street,online@laveencoffee.com.au,,http://www.laveencoffee.com.au/,"Perth, Australia",,,cafes
Voodoo Cafe,info@voodoocafe.com.au,0478 845 908,https://www.voodoocafe.com.au/,"Perth, Australia",,,cafes
Tiisch,info@tiisch.com.au,(08) 9678 5150,https://www.tiisch.com.au/book-now/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb,"Perth, Australia",,,cafes
Chinta,chinta@chintadesigns.com.au,(08) 9444 7939,http://chintacafe.com/,"Perth, Australia",,,cafes
Beantown Cafe,beantowncafecork@gmail.com,(021) 239 9400,https://www.beantowncafecork.com/,"Cork, Ireland",,,cafes
Izz Cafe,info@izz.ie,(021) 229 0689,http://www.izz.ie/,"Cork, Ireland",,,cafes
Alchemy Coffee and Bookstore,online@alchemycoffeecork.com,,https://alchemycoffeecork.com/,"Cork, Ireland",,,cafes
Neo Cafe & Eatery,info@neocafe.co.nz,04 385 9553,http://www.neocafe.co.nz/,"Wellington, New Zealand",,,cafes
Flight Coffee Hangar Cafe,gm@hangarcafe.co.nz,027 535 0884,https://www.hangarcafe.co.nz/,"Wellington, New Zealand",,,cafes
Karaka Cafe,bookings@karakacafe.co.nz,027 916 8369,https://www.karakacafe.co.nz/,"Wellington, New Zealand",,,cafes
Prefab-ACME,prefabhall@acmeandco.co.nz,04 385 2263,http://www.acmeandco.co.nz/,"Wellington, New Zealand",,,cafes
Fidel's Cafe,info.fidelscafe@gmail.com,04 384 7039,http://www.fidelscafe.com/,"Wellington, New Zealand",,,cafes
Customs,shopnz@coffeesupreme.com,,http://www.coffeesupreme.com/,"Wellington, New Zealand",,,cafes
Gemini Cafe & Eatery,geminicafewellington@gmail.com,04 210 1213,http://www.geminicafe.co.nz/,"Wellington, New Zealand",,,cafes
Kaffee Eis Cuba Street,info@kaffeeeis.co.nz,04 803 3620,http://kaffeeeis.co.nz/,"Wellington, New Zealand",,,cafes
Triveni Terrace Cafe,hello@redcedarhospitality.com,099715 66904,https://redcedarhospitality.com/,"Delhi, India",,,cafes
Cafe Dori,customercare@nappadori.com,080760 54238,https://www.nappadori.com/cafe-dori/,"Delhi, India",,,cafes
AMA Cafe | Majnu Ka Tilla,info@amacafe.co,084489 94259,http://www.amacafe.co/,"Delhi, India",,,cafes
Cine Tree Cafe,ccoi1947@gmail.com,,https://cinetreecafe.com/,"Delhi, India",,,cafes
Hamoni: Cafe by the Greens,cafe@hamonigolf.com,072900 38887,http://www.hamonigolf.com/,"Delhi, India",,,cafes
"Cafe Vagabond - Coffee Bar | Bakery | Indian | Continental, Paharganj",info@hotelajanta.com,099588 50203,https://www.hotelajanta.com/dining.php,"Delhi, India",,,cafes
The Hole In The Wall Cafe,the.hole.in.the.wall.cafe@gmail.com,099456 92562,http://www.theholeinthewallcafe.org/,"Bangalore, India",,,cafes
Roastea - Curated Coffee And Tea Artisans,feedback@roastea.in,099040 02700,https://www.roastea.in/,"Bangalore, India",,,cafes
Paper & Pie,contactus@paperandpie.in,090357 00876,https://www.paperandpie.in/contact/,"Bangalore, India",,,cafes
The Rameshwaram Cafe - Indiranagar,info@therameshwaramcafe.org,090711 79191,https://therameshwaramcafe.org/about,"Bangalore, India",,,cafes
Over Coffee,overcoffeeindia@gmail.com,096117 56470,https://www.overcoffee.in/,"Bangalore, India",,,cafes
Roastery Coffee House,support@roasterycoffee.co.in,063095 90610,https://www.roasterycoffee.co.in/,"Hyderabad, India",,,cafes
Theory Patisserie & Cafe,theorycdb@gmail.com,083676 96769,http://www.theorycafe.in/,"Hyderabad, India",,,cafes
Lé Vantage Café Bar,levantagecafe@gmail.com,091211 91782,http://www.levantagecafebar.com/,"Hyderabad, India",,,cafes
Writer's Café,info@advantagefoods.in,089258 44029,https://www.advantagefoods.in/,"Chennai, India",,,cafes
Wild Gardencafe,wildgarden@amethystchennai.com,044 4599 1633,http://www.amethystchennai.com/wildgarden.html,"Chennai, India",,,cafes
"KUP Coffee Roasters, Nungambakkam",sip@kup.world,091767 27000,https://www.kup.world/,"Chennai, India",,,cafes
Salvation Cafe,eat@salvationcafe.co.za,011 482 7795,http://www.salvationcafe.co.za/,"Johannesburg, South Africa",,,cafes
Bean There Coffee Company - Milpark JHB,info@beanthere.co.za,087 310 3100,http://www.beanthere.co.za/,"Johannesburg, South Africa",,,cafes
tashas Melrose Arch,melrose@tashascafe.com,011 568 5488,https://www.tashascafe.com/locations/johannesburg/melrose/,"Johannesburg, South Africa",,,cafes
Father Coffee Rosebank,twila@fathercoffee.co.za,079 506 6322,http://www.father.coffee/,"Johannesburg, South Africa",,,cafes
Mikes Heritage House,bookings@mikesheritagehouse.co.za,011 484 2688,http://www.mikesheritagehouse.co.za/,"Johannesburg, South Africa",,,cafes
Gatvol coffee,natalie@gatvolcoffee.co.za,079 497 5819,http://www.gatvolcoffee.co.za/,"Durban, South Africa",,,cafes
Bellevue Cafe,cafe@bellevuenet.co.za,031 717 2780,http://www.bellevuecafe.co.za/,"Durban, South Africa",,,cafes
The KZNSA Arts Cafe,gallery@kznsagallery.co.za,031 277 1702,http://www.kznsagallery.co.za/,"Durban, South Africa",,,cafes
The Coffee Movement,aloha@thecoffeemovement.com,,https://www.thecoffeemovement.com/,"San Francisco, USA",,,coffee shops
Scullery,info@scullerysf.com,(415) 440-4497,http://www.scullerysf.com/,"San Francisco, USA",,,coffee shops
Saint Frank Coffee,info@saintfrankcoffee.com,(415) 881-8062,http://www.saintfrankcoffee.com/,"San Francisco, USA",,,coffee shops
Hedge Coffee,coffee@hedge.coffee,(415) 603-9818,http://hedge.coffee/,"San Francisco, USA",,,coffee shops
Third Wheel Coffee,info@thirdwheel.coffee,,http://www.thirdwheel.coffee/,"San Francisco, USA",,,coffee shops
Caffe Trieste,caffetriestenorthbeach@yahoo.com,(415) 392-6739,https://caffetrieste.com/,"San Francisco, USA",,,coffee shops
Home Coffee Roasters,hello@homecoffeesf.com,(415) 780-5423,http://homecoffeesf.com/,"San Francisco, USA",,,coffee shops
Madhouse Cafe,madhousecafeboston@gmail.com,(617) 620-1501,https://madhousecafe.com/,"Boston, USA",,,coffee shops
cacao,cacao@cacaonuts.com,(857) 449-9098,https://cacaonuts.com/,"Boston, USA",,,coffee shops
Seattle Sunshine Coffee,seattlesunshinecoffee@gmail.com,(206) 420-8461,https://www.seattlesunshinecoffee.com/,"Seattle, USA",,,coffee shops
Overcast Coffee,info@overcastcoffee.co,(206) 588-2621,http://www.overcastcoffee.co/,"Seattle, USA",,,coffee shops
200 Degrees Coffee Shop,info@200degs.com,0121 312 4383,http://www.200degs.com/,"Birmingham, UK",,,coffee shops
The Milkman,hello@themilkman.coffee,,http://www.themilkman.coffee/,"Edinburgh, UK",,,coffee shops
The Coffee Cave,sales@thecoffeecave.com,,http://thecoffeecave.com/,"Edinburgh, UK",,,coffee shops
The Edinburgh Larder - Blackfriars Street,info@edinburghlarder.co.uk,0131 556 6922,http://www.edinburghlarder.co.uk/,"Edinburgh, UK",,,coffee shops
Triple-Tri Coffee,tripletricoffee@gmail.com,,http://www.tripletricoffee.com/,"Edinburgh, UK",,,coffee shops
Cairngorm Coffee,orders@cairngormcoffee.com,,http://www.cairngorm.coffee/,"Edinburgh, UK",,,coffee shops
Bastard Barista,info@bastardbarista.com,0131 603 7372,https://www.bastardbarista.com/,"Edinburgh, UK",,,coffee shops
Willow Grove Coffee,adele@willowgrovecoffee.co.uk,0141 237 3490,https://www.willowgrovecoffee.com/,"Glasgow, UK",,,coffee shops
iCafe Merchant City,recruitment@icafe.uk.com,,http://www.icafe.uk.com/,"Glasgow, UK",,,coffee shops
Café Redwood,caferedwoodmtl@gmail.com,,http://caferedwood.com/,"Montreal, Canada",,,coffee shops
Bono Coffee Roasters,bonocoffee001@gmail.com,(403) 200-2166,http://bonocoffee.ca/,"Calgary, Canada",,,coffee shops
Humble Coffee Roasters,humblecoffeeroasters@gmail.com,(403) 850-9396,https://www.humblecoffeeroasters.ca/,"Calgary, Canada",,,coffee shops
Strauss,contact@strausscafe.com.au,(07) 3236 5232,http://www.strausscafe.com.au/,"Brisbane, Australia",,,coffee shops
Edward Espresso & Kitchen,orders@edwardespresso.com.au,,https://edwardespresso.com.au/,"Brisbane, Australia",,,coffee shops
VELVET,contact@velvetcork.ie,,https://www.velvetcork.ie/,"Cork, Ireland",,,coffee shops
Maranui Cafe,maranuimanager@gmail.com,04 387 4539,http://www.maranuicafe.co.nz/,"Wellington, New Zealand",,,coffee shops
CoffeeShop Company,feedback@franchiseindia.in,,https://coffeeshopcompany.co.in/,"Delhi, India",,,coffee shops
Cafe By Soul,cafebysoul@gmail.com,088268 56001,http://www.cafebysoul.com/,"Delhi, India",,,coffee shops
DiGhent Cafe,reachout@dighent.com,0124 422 7444,https://www.dighent.com/,"Delhi, India",,,coffee shops
Chika - A Coffee Collective,chikacoffeeroasters@gmail.com,081250 81243,https://www.chikacoffee.com/,"Hyderabad, India",,,coffee shops
Cafe Niloufer Premium Lounge - Banjara Hills,feedback@cafeniloufer.com,076589 33930,https://www.cafeniloufer.com/,"Hyderabad, India",,,coffee shops
Beachville Coffee Roasters,support@beachvillecoffee.com,096770 53244,http://www.beachvillecoffee.com/,"Chennai, India",,,coffee shops
The Grind Coffee Company,max@thegrindcoffeecompany.co.za,010 753 3183,https://grindcoffeecompany.co.za/,"Johannesburg, South Africa",,,coffee shops
DE FACTO COFFEE,info@defactocoffee.co.za,086 133 3228,http://www.defactocoffee.co.za/,"Johannesburg, South Africa",,,coffee shops
Freshly Ground Coffee,info@freshlyground.co.za,010 500 1694,http://www.freshlyground.co.za/,"Johannesburg, South Africa",,,coffee shops
Reserved Cafe,reservedcafe@gmail.com,073 789 2632,http://www.reservedcafe.co.za/,"Johannesburg, South Africa",,,coffee shops
The Flower Cup - Coffee Shop,info@grandiflora.co.za,010 017 1108,https://grandiflora.co.za/pages/the-flower-cup,"Johannesburg, South Africa",,,coffee shops
Sextant Coffee Roasters,info@sextantcoffee.com,(415) 355-1415,http://sextantcoffee.com/,"San Francisco, USA",,,espresso bars
The Buena Vista,thebuenavista@comcast.net,(415) 474-5044,http://www.thebuenavista.com/home/home.html,"San Francisco, USA",,,espresso bars
Ocean Beach Cafe,aloha@oceanbeachcafe.com,(415) 753-9352,https://www.oceanbeachcafe.com/,"San Francisco, USA",,,espresso bars
Dento Piano Cafe and Bar,dentopianocafebar@gmail.com,,https://www.dentopianocafebar.com/,"San Francisco, USA",,,espresso bars
Caffè dello Sport,mivan@caffedellosport.net,(617) 523-5063,https://www.caffedellosport.net/,"Boston, USA",,,espresso bars
Broadsheet Coffee Roasters,hi@broadsheetcoffee.com,(617) 945-2867,https://broadsheetcoffee.com/,"Boston, USA",,,espresso bars
Nine Bar Espresso,ninebarespresso.somerville@gmail.com,(617) 764-1915,https://www.ninebarespresso.net/,"Boston, USA",,,espresso bars
4th Ave Espresso Bar,olympic@fairmont.com,(206) 287-4008,https://www.fairmont.com/seattle/dining/fourth-ave-espresso-bar/,"Seattle, USA",,,espresso bars
Uptown Espresso - Belltown,office@uptownespresso.com,(206) 441-1084,https://www.uptownespresso.com/,"Seattle, USA",,,espresso bars
Cafe Allegro,wholesale@seattleallegro.com,(206) 633-3030,http://www.seattleallegro.com/,"Seattle, USA",,,espresso bars
Espresso Vivace Capitol Hill,info@espressovivace.com,(206) 860-2722,http://espressovivace.com/,"Seattle, USA",,,espresso bars
The Fonte Bar at Rainier Square,info@thefontebar.com,(206) 556-2790,https://www.thefontebar.com/,"Seattle, USA",,,espresso bars
Goldvine Coffee Bar & Gallery,info@goldvinecoffee.com,,https://www.goldvinecoffee.com/,"Seattle, USA",,,espresso bars
Hey Brew Espresso,info@heybrew.co.uk,07897 604081,http://www.heybrew.co.uk/,"Birmingham, UK",,,espresso bars
Fern Coffee Bar,hello@ferncoffee.co.uk,,http://www.ferncoffee.co.uk/,"Glasgow, UK",,,espresso bars
Papercup Coffee Company,info@papercupcoffee.co.uk,07719 454376,http://www.papercupcoffee.co.uk/,"Glasgow, UK",,,espresso bars
Pigeon Espresso Bar,pigeons@pigeonespressobar.com,(514) 447-9570,http://pigeoncafe.ca/,"Montreal, Canada",,,espresso bars
Eight Ounce Coffee,customers@eightouncecoffee.ca,(403) 457-9844,http://www.eightouncecoffee.ca/,"Calgary, Canada",,,espresso bars
Kinky Lizard Cafe Espresso Bar,info@kinkylizard.com.au,(08) 6381 0014,http://www.kinkylizard.com.au/,"Perth, Australia",,,espresso bars
Craic & Coffee,atendimento@dguests.com,085 748 1768,https://www.dguests.com/cardapio/craic.coffee01?fbclid=PAZXh0bgNhZW0CMTEAAaerk3PGF7rycn4EgkVXLY1KVucLthQCh7ZDs26Rm5NKrae0p_aFA3_ZNBnxUQ_aem_lnoE9FTrVTfT_rGB12yDVw,"Cork, Ireland",,,espresso bars
Zephyr Café & Bar,hello@zephyrcafe.co.nz,022 378 6951,https://www.zephyrcafe.co.nz/,"Wellington, New Zealand",,,espresso bars
The Beanery by Mojo,beanery@mojo.coffee,04 473 1903,https://mojo.coffee/collections/locations/products/beanery,"Wellington, New Zealand",,,espresso bars
Cha Bar,chabarkol@apeejaygroup.com,099109 94865,https://chabar.in/,"Delhi, India",,,espresso bars
Savorworks Coffee & Chocolate,info@savorworksroasters.com,087506 17272,https://www.savorworksroasters.com/,"Delhi, India",,,espresso bars
Café 27,help+70093@cusiq.ai,098112 78880,http://cafe27.in/,"Delhi, India",,,espresso bars
The Caffeine Baar Cafe & Roastery,info@thecaffeinebaar.com,096114 94141,https://www.thecaffeinebaar.com/,"Bangalore, India",,,espresso bars
Alchemy,sales@chanceryhotels.com,096119 81818,http://www.chanceryhotels.com/,"Bangalore, India",,,espresso bars
Cafe Noir,contact@cafenoir.in,080 4098 2050,https://cafenoir.in/,"Bangalore, India",,,espresso bars
Tropicalia Coffee,admin@tropicaliacoffee.com,322 6802553,https://www.tropicaliacoffee.com/,"Bogota, Colombia",,,cafes
Las Violetas,contacto@lasvioletas.com,011 4958-7387,http://www.lasvioletas.com/,"Buenos Aires, Argentina",,,cafes
DOC Café,cafeina@doccafe.com.ar,011 6196-5270,http://doccafe.com.ar/,"Buenos Aires, Argentina",,,cafes
The Homemade Cafe,thehomemadecafe4@gmail.com,070458 94299,http://thehomemadecafe.co.in/,"Mumbai, India",,,cafes
Aromas Café & Bistro,info@ihpl.asia,082911 66739,http://aromas.asia/,"Mumbai, India",,,cafes
dialog,hello@dialogphx.com,(602) 760-6911,http://dialogphx.com/,"Phoenix, USA",,,cafes
Urbe Cafe Bar,lojaonline@urbecafe.com.br,(11) 99344-8165,http://www.urbecafe.com.br/,"Sao Paulo, Brazil",,,cafes
London Coffee Station,londoncoffeestation@gmail.com,(11) 93099-1094,http://www.londoncoffeestation.com.br/,"Sao Paulo, Brazil",,,cafes
Um Coffee Co.,cafe@umcoffeeco.com.br,(11) 3229-3988,http://www.umcoffeeco.com.br/,"Sao Paulo, Brazil",,,cafes
Sterna Café - Jardins,sac@sternacafe.com.br,(11) 93801-0157,https://sternacafe.com.br/,"Sao Paulo, Brazil",,,cafes
MIA MIA Tokyo,hello@mia-mia.tokyo,,http://www.mia-mia.tokyo/,"Tokyo, Japan",,,cafes
Pokemon Cafe Tokyo Nihombashi,pokemon-cafe-cs@sld-inc.com,03-6262-3439,https://www.pokemon-cafe.jp/ja/cafe/,"Tokyo, Japan",,,cafes
Ninja Experience Cafe Harajuku In Tokyo,info@ninja-cafe.com,070-9117-2841,https://ninja-cafe.com/en/harajuku/,"Tokyo, Japan",,,cafes
Art House Cafe,info@azhadniaz.com,02 666 0175,http://www.azhadniaz.com/,"Abu Dhabi, UAE",,,cafes
Third Place - A Community Cafe,info@thethirdplaceuae.com,02 681 1877,http://www.thethirdplaceuae.com/,"Abu Dhabi, UAE",,,cafes
Café 302,almaha.arjaan@rotana.com,02 610 6666,https://www.rotana.com/almahaarjaanbyrotana/dining/cafethreezerotwo,"Abu Dhabi, UAE",,,cafes
Coffee Architecture,contact@thecoffeearchitecture.com,055 446 3433,http://www.thecoffeearchitecture.com/,"Abu Dhabi, UAE",,,cafes
Saddle House - Marsa Al Bateen,marketing@saddledubai.com,050 394 4802,http://www.saddledubai.com/,"Abu Dhabi, UAE",,,cafes
Tar Tar,bookings@tartarabuja.com,0810 830 6948,http://www.tartarabuja.com/,"Abuja, Nigeria",,,cafes
Akara Cafe Wuse,akaracafeoffice@gmail.com,0903 437 3438,http://akaracafe.wixsite.com/home,"Abuja, Nigeria",,,cafes
MANILA CAFE BISTRO,ask@manilacafe.ph,0917 678 3344,http://www.manilacafe.ph/,"Manila, Philippines",,,cafes
Commune Café + Bar + Roastery,havecoffee@commune.ph,0919 859 5848,http://www.commune.ph/,"Manila, Philippines",,,cafes
El Mundo Cafe,hello@elmundocafe.ph,0998 962 3405,http://www.elmundocafe.ph/,"Manila, Philippines",,,cafes
dropthebean,irene@dropthebean.com,(02) 8556 6140,http://www.dropthebean.com/,"Manila, Philippines",,,cafes
Gatvol coffee,info@gatvolcoffee.co.za,079 497 5819,http://www.gatvolcoffee.co.za/,"Durban, South Africa",,,coffee shops
Colombo Coffee & Tea Specialty Roastery,orders@colombo.co.za,031 563 3664,https://colombo.coffee/,"Durban, South Africa",,,coffee shops
Antique Cafe,manager@antiquecafe.co.za,081 444 1986,http://www.antiquecafe.co.za/,"Durban, South Africa",,,coffee shops
Milestones Coffee Abu Dhabi Mall,info@milestonescoffee.ae,02 583 6444,https://milestonescoffee.ae/,"Abu Dhabi, UAE",,,coffee shops
ARQA Lounge,manager_arqa@outlook.com,050 344 1196,https://arqalounge.com/,"Abu Dhabi, UAE",,,espresso bars
The Majlis,themajlis.shop@gmail.com,054 725 4180,https://themajlis.shop/,"Abu Dhabi, UAE",,,espresso bars
Colnago Abu Dhabi,colnago.abudhabi@colnago.com,02 562 2953,https://colnagocaffe.com/,"Abu Dhabi, UAE",,,espresso bars
Genzify Café & Culture Centre,hi@genzifyafrica.com,0812 451 9077,https://genzifyafrica.com/,"Abuja, Nigeria",,,espresso bars
